許可證字號,註銷狀態,註銷日期,註銷理由,有效日期,發證日期,許可證種類,舊證字號,通關簽審文件編號,中文品名,英文品名,適應症,劑型,包裝,藥品類別,管制藥品分類級別,主成分略述,申請商名稱,申請商地址,申請商統一編號,製造商名稱,製造廠廠址,製造廠公司地址,製造廠國別,製程,異動日期,用法用量,包裝與國際條碼
"衛部藥製字第061844號","","","","2029/05/16","2024/05/16","製　劑","","DHY05106184400","比肺思達膜衣錠200毫克","Bifesda F.C. Tablets 200 mg","治療特發性肺纖維化。","膜衣錠","HDPE塑膠瓶裝;;PVC-ALU 鋁箔盒裝","","","Pirfenidone","中國化學製藥股份有限公司新豐工廠","新竹縣新豐鄉坑子口１８２之１號","03088802","中國化學製藥股份有限公司新豐工廠","新竹縣新豐鄉坑子口１８２之１號","","TW","","2024/11/19","詳見仿單。",""
"衛部藥製字第061845號","","","","2029/05/17","2024/05/17","製　劑","","DHY05106184502","欣克炎眼藥水","Xinclame Ophthalmic Solution","治療下列微生物具感受性的菌株所引起的細菌性結膜炎。好氧性革蘭氏陽性菌：Corynebacterium Species、Micrococcus Luteus、Staphylococcus Aureus、Staphylococcus Epidermidis、Staphylococcus Haemolyticus、Staphylococcus Hominis、Staphylococcus Warneri、Streptococcus Pneumoniae、Streptococcus Viridans Group。好氧性革蘭氏陰性菌：Acinetobacter Lwoffii、Haemophilus Influenzae、Haemophilus、Parainfluenzae。其他：Chlamydia Trachomatis。對此細菌有效性的研究少於10個感染數。","外用液劑","LDPE塑膠瓶裝","","","MOXIFLOXACIN HYDROCHLORIDE","溫士頓醫藥股份有限公司","台南市永康區仁愛街117號","72082135","溫士頓醫藥股份有限公司","臺南市永康區仁愛街117號","","TW","","2024/11/25","詳見仿單",""
"衛部藥製字第061846號","","","","2030/04/23","2024/05/21","製　劑","","DHY05106184601","台北氧氣醫用氧氣-中區(短期使用)","Taipei Oxygen Medical Oxygen-Central Region (short-termuse)","需氧氣病患之短期使用。","醫用氣體(氣態)","","","","oxygen","臺北氧氣股份有限公司大肚廠","台中市大肚區沙田路二段308巷9、9之1號","33378602","臺北氧氣股份有限公司大肚廠","台中市大肚區沙田路二段308巷9、9之1號","","TW","","2025/01/02","詳見仿單",""
"衛部藥製字第061847號","","","","2029/07/11","2024/07/11","原料藥","","DHY05106184703","“中化合成”他克莫司 (Process B)","Tacrolimus (Process B) “C.C.S.B.”","免疫抑制劑。","（粉）","內層PE袋外層鋁箔袋紙桶裝","","","","中化合成生技股份有限公司山佳工廠","新北市樹林區東興街1號","03088704","中化合成生技股份有限公司山佳工廠","新北市樹林區東興街1號","","TW","","2024/07/17","",""
"衛部藥製字第061848號","","","","2029/11/01","2024/11/01","原料藥","","DHY05106184805","“中化合成” 羧白離啡肽乙酸鹽","Difelikefalin acetate “C.C.S.B.”","A kappa opioid receptor agonist indicated for the treatment of moderate-to-severe pruritus associated with kidney disease (CKD-aP) in adults undergoing hemodialysis (HD).","粉劑","HDPE瓶裝;;塑膠殼馬口鐵罐裝","","","","中化合成生技股份有限公司山佳工廠","新北市樹林區東興街1號","03088704","中化合成生技股份有限公司山佳工廠","新北市樹林區東興街1號","","TW","","2024/11/26","製劑原料",""
"衛部藥製字第061855號","","","","2029/06/27","2024/06/27","製　劑","","DHY05106185502","膚柔私密乳膏","Furou Vaginal Cream","由酵母菌或革蘭氏陽性菌感染引起的女陰陰道炎、女陰炎。","乳膏劑","","","","MICONAZOLE NITRATE","五洲製藥股份有限公司","桃園市新屋區赤欄里17-1號","18560031","五洲製藥股份有限公司","桃園市新屋區赤欄里17-1號","","TW","","2024/08/15","詳見仿單",""
"衛部藥製字第061856號","","","","2029/07/15","2024/07/15","製　劑","","DHY05106185604","吉克逆酸清涼口服懸浮液","Giko Antacid Fresh Oral Suspension","緩解胃酸及膽汁反流入食道中所產生之疼痛。","懸液劑","鋁箔袋裝;;HDPE塑膠瓶裝","","","ALGINATE SODIUM;;CALCIUM CARBONATE;;SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE)","臺灣汎生製藥廠股份有限公司","高雄市鳥松區坔埔里大同路5-1號及高雄市鳥松區坔埔里神農路330號","85615014","臺灣汎生製藥廠股份有限公司","高雄市鳥松區坔埔里大同路5-1號及高雄市鳥松區坔埔里神農路330號","","TW","","2024/08/16","詳見仿單。",""
"衛部藥製字第061857號","","","","2029/07/16","2024/07/16","原料藥","","DHY05106185706","“台灣神隆”利抑整聯素","Lifitegrast","治療乾眼症的徵象及症狀。","（粉）","HDPE圓桶裝","","","","台灣神隆股份有限公司","台南市善化區南科八路１號","16130161","台灣神隆股份有限公司","台南市善化區南科八路１號","","TW","","2024/10/07","製劑原料",""
"衛部藥製字第061858號","","","","2029/07/18","2024/07/18","製　劑","","DHY05106185808","""杏輝""露光眼藥水１０毫克/毫升（挫匹卡邁）","Sintropic Ophthalmic Solution 10mg/Ml ""Snphar""(Tropicamide)","瞳孔放大、睫狀肌麻痺作用（作為眼底檢查或暫時性睫狀肌麻痺時作用）。","點眼液劑","塑膠瓶裝;;玻璃瓶裝","","","TROPICAMIDE","杏輝藥品工業股份有限公司","宜蘭縣冬山鄉中山村中山路84號、新寮路95號、103號(同一廠區)","42042734","杏輝藥品工業股份有限公司","宜蘭縣冬山鄉中山村中山路84、84之4、84之6、84之7號、冬山鄉中山村新寮路95、95之1、100之7、100之13、100之15、100之16、103、136號","","TW","","2024/10/08","每次1~2滴，即能在20~30分鐘內產生最大的散瞳及睫狀肌麻痺作用。若有需要維持其作用，可在20~30分鐘後再滴1~2滴。",""
"衛部藥製字第061879號","","","","2029/10/08","2024/10/08","製　劑","","DHY05106187903","“麥迪森”亞妥明眼藥水 0.025%","“AIM” Atropine Eye Drops 0.025%","散瞳及睫狀肌麻痺。","點眼液劑","盒裝","","","ATROPINE SULFATE","麥迪森醫藥股份有限公司","臺北市中正區林森南路10號5樓","12738546","麥迪森醫藥股份有限公司桃園廠","桃園市桃園區桃鶯路445之2號","","TW","","2024/10/22","詳見仿單",""
"衛部藥製字第061880號","","","","2029/09/24","2024/09/24","製　劑","","DHY05106188001","排鐵安膜衣錠360毫克","Epaite film-coated tablets 360mg","治療因輸血而導致慢性鐵質沈著症(輸血性血鐵質沉積)的成年人及2歲以上兒童患者。治療10歲以上非輸血依賴型(non-transfusion dependent)海洋性貧血患者之慢性鐵質沉著症。","膜衣錠","PVC-ALU 鋁箔盒裝","","","DEFERASIROX","吉晟生技股份有限公司","新北市新莊區後港一路141號2樓","53541504","衛達化學製藥股份有限公司","台中市南屯區寶山里工業區２３路２１號","","TW","","2024/12/20","詳見仿單。",""
"衛部藥製字第061881號","","","","2029/09/27","2024/09/27","製　劑","","DHY05106188103","倍克漢錠 20 毫克","BACKMAN Tablets 20 mg","治療勃起功能障礙。","錠劑","ALU-PVDC鋁箔盒裝","","","TADALAFIL","中美兄弟製藥股份有限公司","彰化市東芳里彰鹿路１０６號","58090015","中美兄弟製藥股份有限公司","彰化市東芳里彰鹿路１０６號","","TW","","2024/11/11","詳如仿單。",""
"衛部藥製字第061882號","","","","2029/09/27","2024/09/27","製　劑","","DHY05106188205","攝利威錠 20 毫克","PRO-XWEI Tablets 20 mg","治療勃起功能障礙。","錠劑","ALU-PVDC鋁箔盒裝","","","TADALAFIL","中美生技醫藥股份有限公司","臺中市北區台灣大道二段360號21樓之5","54746483","中美兄弟製藥股份有限公司","彰化市東芳里彰鹿路１０６號","","TW","","2024/11/26","詳如仿單。",""
"衛部藥製字第061883號","","","","2029/10/04","2024/10/04","製　劑","","DHY05106188307","前憂少膠囊20毫克","Cymlutine Capsules 20mg","重鬱症、廣泛性焦慮症、糖尿病周邊神經痛、纖維肌痛。","膠囊劑","ALU-PVDC鋁箔盒裝","","","DULOXETINE HYDROCHLORIDE","永信藥品工業股份有限公司","臺中市大甲區中山路1段1191號","56065601","永信藥品工業股份有限公司台中幼獅廠","臺中市大甲區日南里工七路9號、工九路27號","","TW","","2024/12/02","詳見仿單。",""
"衛部藥製字第061885號","","","","2029/10/08","2024/10/08","製　劑","","","敏專佳長效錠36毫克","Betizine Extended Release Tablets 36mg","治療6 歲（含）以上及65 歲（含）以下患有注意力不足過動症之兒童、青少年及成人病患。","持續性藥效錠","HDPE塑膠瓶裝","","第三級管制藥品","METHYLPHENIDATE HCL","泰和碩藥品科技股份有限公司","臺北市中山區南京東路二段206號7樓","27314406","歐帕生技醫藥股份有限公司","新竹縣湖口鄉光復路1號","","TW","","2024/12/19","詳見仿單。",""
"衛部藥製字第061886號","","","","2029/10/18","2024/10/18","製　劑","","DHY05106188600","睫舒瞳眼藥水","Tropica-P","散瞳、睫狀肌麻痺。","點眼液劑","LDPE塑膠瓶裝","","","TROPICAMIDE;;Phenylephrine Hydrochloride","溫士頓醫藥股份有限公司","台南市永康區仁愛街117號","72082135","溫士頓醫藥股份有限公司","臺南市永康區仁愛街117號","","TW","","2024/12/19","詳見仿單。",""
"衛部藥製字第061918號","","","","2030/01/17","2025/01/17","製　劑","","DHY05106191800","醣瑩得 50/850 毫克膜衣錠","Gluphor 50/850 mg Film-Coated Tablets","適用於配合飲食和運動，以改善下列第二型糖尿病患者的血糖控制：已在接受Sitagliptin和metformin合併治療者；或僅使用Sitagliptin或metformin但控制不佳者；或已使用metformin與sulfonylurea合併治療，但控制不佳者；或已使用metformin與PPARγ促進劑合併治療，但控制不佳者；或已使用metformin與胰島素合併治療，但控制不佳者。","膜衣錠","ALU-PVC/PVDC鋁箔盒裝","","","Sitagliptin phosphate monohydrate;;METFORMIN HCL (EQ TO METFORMIN HYDROCHLORIDE)","瑩碩生技醫藥股份有限公司","台北市中山區南京東路二段206號8樓之3","80207616","歐帕生技醫藥股份有限公司","新竹縣湖口鄉光復路1號","","TW","","2025/02/24","詳見仿單。",""
"衛部藥製字第061919號","","","","2030/01/17","2025/01/17","製　劑","","DHY05106191902","醣瑩得 50/500 毫克膜衣錠","Gluphor 50/500 mg Film-Coated Tablets","適用於配合飲食和運動，以改善下列第二型糖尿病患者的血糖控制：已在接受Sitagliptin和metformin合併治療者；或僅使用Sitagliptin或metformin但控制不佳者；或已使用metformin與sulfonylurea合併治療，但控制不佳者；或已使用metformin與PPARγ促進劑合併治療，但控制不佳者；或已使用metformin與胰島素合併治療，但控制不佳者。","膜衣錠","ALU-PVC/PVDC鋁箔盒裝","","","Sitagliptin phosphate monohydrate;;METFORMIN HCL (EQ TO METFORMIN HYDROCHLORIDE)","瑩碩生技醫藥股份有限公司","台北市中山區南京東路二段206號8樓之3","80207616","歐帕生技醫藥股份有限公司","新竹縣湖口鄉光復路1號","","TW","","2025/02/24","詳見仿單。",""
"衛部藥製字第061922號","","","","2030/01/17","2025/01/17","製　劑","","DHY05106192204","""利達""優利碘喉嚨殺菌噴液劑4.5毫克/毫升","Brightadine Spray for Throat Solution 4.5 mg/mL ""Lita""","口腔消毒殺菌。","口腔噴液劑","HDPE塑膠瓶裝","","","POVIDONE-IODINE","利達製藥股份有限公司","臺中市大甲區岷山里中山路一段906號","56112203","利達製藥股份有限公司","臺中市大甲區岷山里中山路一段906號","","TW","","2025/03/11","詳見仿單。",""
"衛部藥製字第061923號","","","","2030/01/20","2025/01/20","製　劑","","DHY05106192306","益可膚消炎殺菌軟膏","Ecofu Antibiotic Ointment","緊急處理、預防因皮膚外傷(如刀傷、擦傷、刺傷、抓傷、磨傷、輕微燙傷)造成的感染或減緩傷口的感染。","軟膏劑","鋁管裝","","","NEOMYCIN (SULFATE);;BACITRACIN (ZINC);;LIDOCAINE;;POLYMYXIN B (SULFATE)","五洲製藥股份有限公司","桃園市新屋區赤欄里17-1號","18560031","五洲製藥股份有限公司","桃園市新屋區赤欄里17-1號","","TW","","2025/03/20","詳見仿單。",""
"衛部藥製字第061924號","","","","2030/01/20","2025/01/20","製　劑","","DHY05106192408","""十全""適糖穩膜衣錠100毫克","Sitawin F.C. Tablets 100 mg ""S.C.""","第二型糖尿病","膜衣錠","ALU-PVDC鋁箔盒裝;;HDPE塑膠瓶裝","","","Sitagliptin phosphate monohydrate","十全實業股份有限公司","南投縣南投市仁和路27號","51006301","十全實業股份有限公司","南投縣南投市仁和路27號","","TW","","2025/05/07","詳見仿單。",""
"衛部藥製字第061925號","","","","2030/02/07","2025/02/07","製　劑","","DHY05106192500","安速佳注射液 100 毫克/毫升","Ansumma 100 mg/ml Solution for Injection","用於成人因rocuronium或vecuronium誘導神經肌肉阻斷的逆轉藥物。用於2歲以上兒童及青少年因rocuronium或vecuronium誘導神經肌肉阻斷的常規逆轉藥物。","注射液劑","盒裝;;玻璃小瓶裝","","","SUGAMMADEX SODIUM","安美得生醫股份有限公司","新北市五股區五權七路14號之1","29045104","瑞士藥廠股份有限公司新市廠","台南市新市區中山路182號","","TW","","2025/03/14","詳見仿單。",""
"衛署藥製字第020252號","","","","2026/05/19","1980/01/21","製　劑","","DHY00102025202","洗汝潔濃縮殺菌液（乳酸）","SEIRUZAE CONCENTRATE LIQED (LACTIC ACID) ""GED""","婦女陰道及陰部之洗潔與除臭、白帶之預防與治療、膀胱洗淨、皮膚腫瘍","外用液劑","瓶裝","","","LACTIC ACID;;L-MENTHOL","恆信藥品有限公司","台北市松山區復興北路1號6樓之6","97022183","健康化學製藥股份有限公司","台中市大甲區幼獅工業區幼四路１２號","","TW","","2021/03/03","",""
"衛署藥製字第020257號","","","","2029/05/25","1980/01/21","製　劑","","DHY00102025702","每非那膠囊","MEFENAMIC ACID CAPSULE ""A.S.""","神經痛、齒痛、月經痛、分娩後之疼痛、頭痛","膠囊劑","塑膠瓶裝;;鋁箔盒裝","","","MEFENAMIC ACID","安星製藥股份有限公司","新竹縣新豐鄉鳳坑村坑子口６７３號","46801068","安星製藥股份有限公司","新竹縣新豐鄉鳳坑村坑子口６７３號","","TW","","2024/02/02","",""
"衛署藥製字第020276號","","","","2030/01/22","1980/01/22","製　劑","","DHY00102027603","""優良""優本乳膏（磺胺嘧啶銀）","UBURN CREAM (SILVER SULFADIAZINE)","局部殺菌劑、預防及治療一般外傷、燙傷及皮膚之感染。","軟膏劑","軟管裝;;罐裝","","","SULFADIAZINE SILVER","優良化學製藥股份有限公司","新竹縣湖口鄉中興村光復路10號","44988454","健康化學製藥股份有限公司","台中市大甲區幼獅工業區幼四路１２號","","TW","","2025/02/17","",""
"衛署藥製字第020278號","","","","2029/05/25","1998/07/28","製　劑","01020278","DHY00102027807","胃全錠","WEICHUAN TABLETS ""PANBIOTIC""","胃炎、腸炎、食道炎所伴隨之胃痛、胃酸過多、胃部不適或灼熱感","錠劑","塑膠罐裝","","","ALUMINUM SILICATE;;OXETHAZAINE","臺灣汎生製藥廠股份有限公司","高雄市鳥松區?埔村大同路５號之１","85615014","臺灣汎生製藥廠股份有限公司","高雄市鳥松區?埔村大同路５號之１","","TW","","2024/06/17","一天四次。成人每次兩錠，12歲以上適用成人劑量",""
"衛署藥製字第020279號","","","","2029/05/25","1980/01/22","製　劑","","DHY00102027909","""正和""安腸錠（每鞭達挫）","ANCHEN TABLETS (MEBENDAZOLE) ""J.H.""","驅除鞭蟲、蛔蟲、蟯蟲、十二指腸鉤蟲、美洲鉤蟲","錠劑","瓶裝;;鋁箔盒裝","","","MEBENDAZOLE","正和製藥股份有限公司新營廠","台南市新營區嘉芳里新工路２３號","72004856","正和製藥股份有限公司新營廠","台南市新營區嘉芳里新工路２３號","","TW","","2024/07/02","",""
"衛署藥製字第020285號","","","","2025/01/24","1980/01/24","製　劑","","DHY00102028504","""皇佳"" 弛痛肌膠囊","SOLAX CAPSULAS ""ROYAL""","腰椎、脊椎痛、關節痛、神經痛、跌打損傷痛、運動後之扭傷疼痛","膠囊劑","塑膠瓶裝;;鋁箔盒裝","","","CAFFEINE ANHYDROUS;;PROSULTIAMINE (THIAMINE PROPYL DISULFIDE);;CHLORZOXAZONE;;ACETAMINOPHEN (EQ TO PARACETAMOL)","皇佳化學製藥股份有限公司","高雄市烏松區松埔路１巷１號","85847859","皇佳化學製藥股份有限公司","高雄市鳥松區?埔里埔安街1號","高雄市鳥松區埔安街1號","TW","","2020/02/13","",""
"衛署藥製字第020286號","","","","2025/01/24","1980/01/24","製　劑","","DHY00102028606","""皇佳"" 舒痙平膠衣錠（普斯克）","SUSPAN F.C TABLETS (SCOPOLAMINE BUTYL BROMIDE) "" ROYAL ""","胃、十二指腸潰瘍、胃炎、十二指腸炎、腸疝痛、膽囊炎、膽道炎、膽石症","膜衣錠","瓶裝;;盒裝","","","SCOPOLAMINE BROMOBUTYLATE","皇佳化學製藥股份有限公司","高雄市鳥松區埔安街1號","85847859","皇佳化學製藥股份有限公司","高雄市鳥松區?埔里埔安街1號","高雄市鳥松區埔安街1號","TW","","2019/12/09","",""
"衛署藥製字第020287號","","","","2030/01/24","1980/01/24","製　劑","","DHY00102028708","""皇佳"" 善腦清錠（辛那伶）","CINATIN TABLETS (CINNARIZINE) ""ROYAL""","噁心、眩暈、迷路障礙、暈動病、末稍血管循環障礙","錠劑","瓶裝;;盒裝","","","CINNARIZINE","皇佳化學製藥股份有限公司","高雄市鳥松區埔安街1號","85847859","皇佳化學製藥股份有限公司","高雄市鳥松區?埔里埔安街1號","高雄市鳥松區埔安街1號","TW","","2025/04/15","",""
"衛署藥製字第020330號","","","","2028/05/25","1980/01/28","製　劑","","DHY00102033009","美能蛋白錠（去氫甲基睪丸素）","MAYLONG PROTEIN TABLETS (METHANDROSTENOLONE) ""C M""","骨骼疏鬆症、男性性腺機能不足症、外傷、熱傷、慢性腎臟疾病引起之體質極度消耗、再生不良性貧血引起之骨髓消耗狀態。","錠劑","瓶裝","","","METHANDROSTENOLONE","中美兄弟製藥股份有限公司","彰化縣彰化市彰鹿路106號","58090015","中美兄弟製藥股份有限公司","彰化縣彰化市彰鹿路106號","","TW","","2023/04/12","",""
"衛署藥製字第020333號","","","","2030/01/28","1980/01/28","製　劑","","DHY00102033302","""永信"" 非炎腸溶錠（待克菲那）","VOREN ENTERIC COATED TABLETS (DICLOFENAC) ""YUNG SHIN""","緩解發炎及因發炎反應引起之疼痛。","腸溶錠","PTP 鋁箔盒裝;;塑膠瓶裝","","","DICLOFENAC SODIUM;;DICLOFENAC SODIUM","永信藥品工業股份有限公司","台中市大甲區頂店里中山路一段1191號","56065601","永信藥品工業股份有限公司台中幼獅廠","台中市大甲區日南里工九路２７號","","TW","","2025/01/15","建議起始劑量為每日100-150mg，症狀較輕及14歲以上青少年每日劑量為:75-100mg;前述用量須分2-3投予。",""
"衛署藥製字第020336號","","","","2024/12/31","1980/01/28","製　劑","","DHY00102033608","""東洲"" 利血脂腸溶糖衣錠","DEXTRAN E.C. TABLETS ""ORIENTAL""","高脂質血症","糖衣錠","瓶裝","","","DEXTRAN SULFATE SODIUM","東洲化學製藥廠股份有限公司","新北市蘆洲區中山二路195巷12號1-2樓","35220607","明大化學製藥股份有限公司","台中市外埔區水美村水美路５２號","","TW","","2020/01/13","",""
"衛署藥製字第020338號","","","","2030/01/28","1980/01/28","製　劑","","DHY00102033802","安咳星糖衣錠（雙丁/磺酸鈉）","ATUSSIN S.C. TABLETS (SODIUM DIBUNATE) ""VPP""","因感冒、咽炎、支氣管炎、喉炎、及其他呼吸器官疾病所引起之咳嗽","糖衣錠","瓶裝","","","SODIUM DIBUNATE","榮民製藥股份有限公司","桃園市中壢區中山東路３段４４７號","28059706","榮民製藥股份有限公司","桃園市中壢區中山東路３段４４７號","","TW","","2024/12/05","",""
"衛署藥製字第020340號","","","","2028/05/25","1990/09/06","製　劑","01020340","DHY00102034002","""成大"" 福咳糖衣錠","DISKO S.C. TABLETS ""CHEN TA""","下列疾患伴隨咳嗽之改善、感冒、過敏性支氣管炎、急性支氣管炎","糖衣錠","鋁箔盒裝;;塑膠瓶裝","","","OXELADIN CITRATE","成大藥品股份有限公司","台南市麻豆區南勢里關帝廟８０號","72110569","成大藥品股份有限公司","台南市麻豆區南勢里關帝廟８０號","","TW","","2024/02/20","",""
"衛署藥製字第020352號","","","","2027/04/30","1980/01/29","製　劑","","DHY00102035206","""德山""風嗽寧液","FENG SOW NING SOLUTION ""DERSAN""","緩解感冒之各種症狀（流鼻水、鼻塞、打噴嚏、咽喉痛、咳嗽、喀痰、發燒、頭痛，關節痛，肌肉痛）","內服液劑","瓶裝","","","DL-CHLORPHENIRAMINE MALEATE;;ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS;;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;DEXTROMETHORPHAN HBR;;DL-METHYLEPHEDRINE HCL","德山製藥股份有限公司","嘉義縣民雄鄉民雄工業區中山路38號","66372059","臺灣派頓化學製藥股份有限公司","高雄市岡山區為隨里為隨東路五十號","","TW","","2022/11/23","",""
"衛署藥製字第020354號","","","","2030/01/29","1980/01/29","製　劑","","DHY00102035400","優維糖注射液（二硫化硫胺）","GENTLEVITA-G INJECTION (THIAMINC DISULFIDE) ""GENTLE""","維他命Ｂ１缺乏或代謝障碍引起的神經痛、筋肉痛、關節痛、末梢神經炎、末梢神經麻痺、腳氣病等維他命Ｂ１缺乏症的預防及治療、熱性及傳染性疾患、甲狀機能亢進、妊產婦、授乳婦、重勞動等維他命Ｂ１的需量增大或攝取不充足者","注射劑","安瓿","","","DEXTROSE;;THIAMINE DISULFIDE","政德製藥股份有限公司","雲林縣大埤鄉嘉興村豐田路２號","63129193","政德製藥股份有限公司","雲林縣大埤鄉嘉興村豐田路２號","","TW","","2024/12/18","",""
"衛署藥製字第020411號","","","","2024/05/25","1980/02/06","製　劑","","DHY00102041109","""龍杏""足勇皮軟膏","TOLNA-C CREAM ""L.S.""","香港腳（汗疹狀白癬、指趾間之白癬）頑癬、小水泡性斑狀白癬及此等疾患引起之二次感染預防","軟膏劑","罐裝;;管裝","","","TOLNAFTATE;;CHLORHEXIDINE HCL","龍杏生技製藥股份有限公司","台南市佳里區嘉福里１１５之１號","51652905","龍杏生技製藥股份有限公司","台南市佳里區嘉福里１１５之１號","","TW","","2019/04/03","",""
"衛署藥製字第020418號","","","","2029/05/25","1980/02/06","製　劑","","DHY00102041800","〝中美〞舒達胃懸液劑","SOF WELL SUSPENSION ""C.M.""","緩解胃部不適或灼熱感、或經診斷為胃及時二指腸潰瘍、胃炎、食道炎鎖伴隨之胃酸過多；解除脹氣，緩解氣脹相關症狀。","懸液劑","鋁箔袋裝;;塑膠瓶裝","","","ALUMINUM HYDROXIDE (DRIED GEL);;MAGNESIUM HYDROXIDE;;SIMETHICONE (ACTIVE DIMETHICONE);;SIMETHICONE (ACTIVE DIMETHICONE);;MAGNESIUM HYDROXIDE;;ALUMINUM HYDROXIDE (DRIED GEL)","興中美生技有限公司","臺北市內湖區瑞光路618號5樓之1","27989470","中美兄弟製藥股份有限公司","彰化縣彰化市彰鹿路106號","","TW","","2024/10/18","一天3次，或需要時服用。成人每次10ml(1/2包)，12歲以上適用成人劑量；6歲以上未滿12歲，每次5ml(1/4包)；3歲以上未滿6歲，每次2.5ml(1/8包)；3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。",""
"衛署藥製字第020420號","","","","2029/05/25","1980/02/06","製　劑","00000000","DHY00102042000","易寧優錠2毫克（哈羅嗶利杜）","BININ-U TABLETS 2MG (HALOPERIDOL)","躁病、精神病狀態、噁心、嘔吐、攻擊性與破壞性之行為障礙、舞蹈病","錠劑","瓶裝;;罐裝;;PTP 鋁箔盒裝","","","HALOPERIDOL","瑞士藥廠股份有限公司","台南市新市區中山路182號","68770700","瑞士藥廠股份有限公司新市廠","台南市新市區中山路182號","","TW","","2024/09/09","",""
"衛署藥製字第020421號","","","","2029/05/25","1980/02/06","製　劑","","DHY00102042102","“人人”止痛錠（乙醯胺酚）","PARANOL TABLETS (ACETAMINOPHEN) ""GCPC""","退燒、止痛（緩解頭痛、牙痛、咽喉痛、關節痛、神經痛、肌肉酸痛、月經痛）。","錠劑","塑膠瓶裝","","","ACETAMINOPHEN (EQ TO PARACETAMOL)","人人化學製藥股份有限公司","桃園市中壢區南園二路３號","30840213","人人化學製藥股份有限公司中壢廠","桃園市中壢區南園二路３號","","TW","","2023/12/29","",""
"衛署藥製字第020485號","","","","2029/05/25","1980/02/07","製　劑","","DHY00102048502","""強生""祥疏痛錠膜衣錠500公絲（每非那）","JOHNSTAL FILM COATED TABLETS (MEFENAMIC ACID)""JOHNSON""","神經痛、肌肉痛、頭痛、齒痛、月經痛、分娩後之疼痛、手術後之疼痛","膜衣錠","瓶裝","","","MEFENAMIC ACID","強生化學製藥廠股份有限公司","新北市三重區三和路四段77號2、3樓、79號1至6樓","35348007","強生化學製藥廠股份有限公司","新北市三重區三和路四段７７號2、3樓、79號1至6樓","","TW","","2025/01/20","",""
"衛署藥製字第020489號","","","","2029/12/31","1980/02/07","製　劑","","DHY00102048907","""華興""歐賜辛錠","OXETHZINE TABLETS ""H.S.""","胃炎、腸炎、食道炎所伴隨之胃痛、胃酸過多、胃部不適或灼熱感。","錠劑","塑膠瓶裝","","","OXETHAZAINE;;MAGNESIUM ALUMINUM METASILICATE (NEUSILIN)","華興化學製藥廠股份有限公司","彰化縣田尾鄉饒平村四維巷１２８號","59117998","華興化學製藥廠股份有限公司","彰化縣田尾鄉饒平村四維巷１２８號","","TW","","2024/12/25","一天4次，或需要時服用。成人每次1錠，12歲以上適用成人劑量；未滿12歲小孩不建議使用。",""
"衛署藥製字第020496號","","","","2030/02/07","1980/02/07","製　劑","","DHY00102049604","治可糖漿","TREACOUGH SYRUP ""ROYAL""","緩解感冒之各種症狀（喀痰、流鼻水、鼻塞、打噴嚏）","糖漿劑","玻璃瓶裝","","","CODEINE PHOSPHATE;;CHLORPHENIRAMINE MALEATE;;PSEUDOEPHEDRINE HCL","皇佳化學製藥股份有限公司","高雄市鳥松區埔安街1號","85847859","皇佳化學製藥股份有限公司","高雄市鳥松區?埔里埔安街1號","高雄市鳥松區埔安街1號","TW","","2025/04/18","成人每日四次，每次5ml",""
"衛署藥製字第020500號","","","","2030/02/07","1980/02/07","製　劑","","DHY00102050008","""皇佳""能克風錠","LINCOFON TABLETS ""ROYAL""","緩解感冒之各種症狀(流鼻水、鼻塞、打噴嚏、咽喉痛、咳嗽、喀痰、畏寒、發燒、頭痛、關節痛、肌肉酸痛)。","錠劑","鋁箔盒裝","","","ACETAMINOPHEN (EQ TO PARACETAMOL);;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;CAFFEINE ANHYDROUS;;DEXTROMETHORPHAN HBR;;PSEUDOEPHEDRINE HCL;;CHLORPHENIRAMINE MALEATE","皇佳化學製藥股份有限公司","高雄市烏松區松埔路１巷１號","85847859","皇佳化學製藥股份有限公司","高雄市鳥松區?埔里埔安街1號","高雄市鳥松區埔安街1號","TW","","2025/08/07","一日3次，成人每次1錠。12歲以上，適用成人劑量;6歲以上未滿12歲，每次1/2錠;3歲以上未滿6歲，每次1/4錠;3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。",""
"衛署藥製字第020501號","","","","2026/07/26","1980/02/07","製　劑","","DHY00102050100","""艾力特"" 佑鼻噴霧液","UNIBE NASAL SPRAY ""ELT""","急、慢性副鼻腔炎、肥厚性鼻炎、急性鼻炎、過敏性鼻炎、感冒所引起之鼻塞、充血及上呼吸道之發炎症狀","鼻用噴液劑","瓶裝","","","CHLORPHENIRAMINE MALEATE;;NAPHAZOLINE HCL","艾力特生技製藥股份有限公司將軍廠","臺南市將軍區忠興里忠興132之35號A區","91079188","艾力特生技製藥股份有限公司將軍廠","臺南市將軍區忠興里忠興132之35號A區","","TW","","2022/06/14","",""
