序號,藥品代碼,藥品名稱,成分名稱,成分含量,,劑型,規格量,,藥商名稱,分組名稱,"114年12月
現行調整大類
(註1)","分類
(註2)",藥品類別,"指示用藥
(註3)","115年12月31日
現行調整大類
(註4)","115年12月31日
新制調整大類
(註5)",專利到期日,備註
92,AC45351100,ACTIWE TABLETS  UELIAN,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),50,MG,錠劑,,,友聯生技醫藥股份有限公司,ALUMINUM DIHYDROXYALLANTOINATE 50MG + ALUMINUM MAGNESIUM SILICATE 450MG， 一般錠劑膠囊劑，,三B,1,一般學名藥,N,三B,第三大類,,
93,AC45450100,LICHIA TABLETS,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),50,MG,錠劑,,,培力國際醫藥股份有限公司,ALUMINUM DIHYDROXYALLANTOINATE 50MG + ALUMINUM MAGNESIUM SILICATE 450MG， 一般錠劑膠囊劑，,三B,1,一般學名藥,N,三B,第三大類,,
94,AC454501G0,LICHIA TABLETS,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),50,MG,錠劑,,,培力國際醫藥股份有限公司,ALUMINUM DIHYDROXYALLANTOINATE 50MG + ALUMINUM MAGNESIUM SILICATE 450MG， 一般錠劑膠囊劑，,三B,1,一般學名藥,N,三B,第三大類,,
95,AC46440100,COMEWELL TABLETS  Y.C.,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),50,MG,錠劑,,,元宙化學製藥股份有限公司,ALUMINUM DIHYDROXYALLANTOINATE 50MG + ALUMINUM MAGNESIUM SILICATE 450MG， 一般錠劑膠囊劑，,三B,1,一般學名藥,N,三B,第三大類,,
96,AC464401G0,COMEWELL TABLETS  Y.C.,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),50,MG,錠劑,,,元宙化學製藥股份有限公司,ALUMINUM DIHYDROXYALLANTOINATE 50MG + ALUMINUM MAGNESIUM SILICATE 450MG， 一般錠劑膠囊劑，,三B,1,一般學名藥,N,三B,第三大類,,
97,AC46587100,A.M.Z. TABLETS,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),50,MG,錠劑,,,溫士頓醫藥股份有限公司,ALUMINUM DIHYDROXYALLANTOINATE 50MG + ALUMINUM MAGNESIUM SILICATE 450MG， 一般錠劑膠囊劑，,三B,1,一般學名藥,N,三B,第三大類,,
98,AC465871G0,A.M.Z. TABLETS,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),50,MG,錠劑,,,溫士頓醫藥股份有限公司,ALUMINUM DIHYDROXYALLANTOINATE 50MG + ALUMINUM MAGNESIUM SILICATE 450MG， 一般錠劑膠囊劑，,三B,1,一般學名藥,N,三B,第三大類,,
99,AC48081100,KUWEIHAU  Chin Teng,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),50,MG,錠劑,,,井田國際醫藥廠股份有限公司,ALUMINUM DIHYDROXYALLANTOINATE 50MG + ALUMINUM MAGNESIUM SILICATE 450MG， 一般錠劑膠囊劑，,三B,1,一般學名藥,N,三B,第三大類,,
100,AC480811G0,KUWEIHAU  Chin Teng,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),50,MG,錠劑,,,井田國際醫藥廠股份有限公司,ALUMINUM DIHYDROXYALLANTOINATE 50MG + ALUMINUM MAGNESIUM SILICATE 450MG， 一般錠劑膠囊劑，,三B,1,一般學名藥,N,三B,第三大類,,
101,AC48284100,Stomacine Tablets 500mg,DIHYDROXYALUMINIUM ALLANTOINATE,50,MG,錠劑,,,永信藥品工業股份有限公司,ALUMINUM DIHYDROXYALLANTOINATE 50MG + ALUMINUM MAGNESIUM SILICATE 450MG， 一般錠劑膠囊劑，,三B,1,一般學名藥,N,三B,第三大類,,
102,AC482841G0,Stomacine Tablets 500mg,DIHYDROXYALUMINIUM ALLANTOINATE,50,MG,錠劑,,,永信藥品工業股份有限公司,ALUMINUM DIHYDROXYALLANTOINATE 50MG + ALUMINUM MAGNESIUM SILICATE 450MG， 一般錠劑膠囊劑，,三B,1,一般學名藥,N,三B,第三大類,,
103,AC11701100,PEIWETSU TABLETS  P.L.,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),100,MG,錠劑,,,培力藥品工業股份有限公司,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA) ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
104,AC12055100,MIN TA-WE TABLETS (DINYDROXYALUMINUM ALLANTOIN) M.T.,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),100,MG,錠劑,,,明大化學製藥股份有限公司,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA) ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
105,AC16322100,HOWEI TABLETS,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),100,MG,錠劑,,,天下生物科技股份有限公司,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA) ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
106,AC19640100,ALKANTIN TABLETS  ROYAL,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),100,MG,錠劑,,,皇佳化學製藥股份有限公司,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA) ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
107,AC196401G0,ALKANTIN TABLETS  ROYAL,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),100,MG,錠劑,,,皇佳化學製藥股份有限公司,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA) ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
108,AC22879100,DHAA TABLETS 100MG  H.C.T.  (DIHYDROXY ALUMINUM ALLANTOINATE),ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),100,MG,錠劑,,,回春堂製藥廠股份有限公司,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA) ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
109,AC25456100,HOWELL TABLETS 100MG  WELCAN  (DIHYDROXY ALUMINUM ALLANTOINATE),ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),100,MG,錠劑,,,衛肯生技製藥股份有限公司,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA) ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
110,B016066100,ALUSA TABLETS,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),100,MG,錠劑,,,裕心企業有限公司,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA) ， 一般錠劑膠囊劑 ， 100.00 MG,三B,2,一般學名藥,N,三B,第三大類,,
111,BC160661G0,ALUSA TABLETS,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),100,MG,錠劑,,,裕心企業有限公司,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA) ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
112,A031800100,Algitab Chewable Tablets,ALGINIC ACID,0.2,GM,咀嚼錠,,,台灣東洋藥品工業股份有限公司,ALUMINUM HYDROXIDE 30MG + MAGNESIUM CARBONATE 40MG + ALGINIC ACID 200MG， 一般錠劑膠囊劑，,三B,2,一般學名藥,Y,三B,第三大類,,
113,AC49764100,Neo-Vis Tablets“Swiss”,ALUMINUM HYDROXIDE DRIED GEL,0.2,GM,錠劑,,,瑞士藥廠股份有限公司,ALUMINUM HYDROXIDE 200MG + ALUMINUM SILICATE 50MG + MAGNESIUM OXIDE 60MG + HISTIDINE 10MG+ ETHYL AMINOBENZOATE 5MG， 一般錠劑膠囊劑，,三A,1,一般學名藥,N,三B,第三大類,,
114,AC497641G0,Neo-Vis Tablets“Swiss”,ALUMINUM HYDROXIDE DRIED GEL,200,MG,錠劑,,,瑞士藥廠股份有限公司,ALUMINUM HYDROXIDE 200MG + ALUMINUM SILICATE 50MG + MAGNESIUM OXIDE 60MG + HISTIDINE 10MG+ ETHYL AMINOBENZOATE 5MG， 一般錠劑膠囊劑，,三A,1,一般學名藥,N,三B,第三大類,,
115,A013137100,SCOPOMINE TABLETS,BUTYLSCOPOLAMINE BROMIDE (=HYOSCINE BUTYLBROMIDE),2,MG,錠劑,,,興中美生技有限公司,ALUMINUM MAGNESIUM HYDROXIDE CARBONATE HYDRATE， 一般錠劑膠囊劑，,三B,2,一般學名藥,N,三B,第三大類,,
116,A0104461G0,ANZUWEI CAPSULES  H.H.,GUAIAZULENE SODIUM SULFONATE,2,MG,膠囊劑,,,華興化學製藥廠股份有限公司,AZULENE ， 一般錠劑膠囊劑 ， 2.00 MG,三B,2,一般學名藥,N,三B,第三大類,,
117,AC08526100,SZULEN S.C. TABLETS,AZULENE WATER SOLUBLE,2,MG,糖衣錠,,,回春堂製藥廠股份有限公司,AZULENE ， 一般錠劑膠囊劑 ， 2.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
118,AC09211100,ALUDENE TABLETS,AZULENE WATER SOLUBLE,2,MG,錠劑,,,井田國際醫藥廠股份有限公司,AZULENE ， 一般錠劑膠囊劑 ， 2.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
119,AC092111G0,ALUDENE TABLETS,AZULENE WATER SOLUBLE,2,MG,錠劑,,,井田國際醫藥廠股份有限公司,AZULENE ， 一般錠劑膠囊劑 ， 2.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
120,AC10446100,ANZUWEI CAPSULES  H.H.,GUAIAZULENE SODIUM SULFONATE,2,MG,膠囊劑,,,華興化學製藥廠股份有限公司,AZULENE ， 一般錠劑膠囊劑 ， 2.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
121,AC19656100,AZUNEN TABLETS  MEIDER  (GUAIAZULENE),GUAIAZULENE (=1，4-DIMETHYL-7-ISOPROPYL AZULENE),2,MG,錠劑,,,明德製藥股份有限公司,AZULENE ， 一般錠劑膠囊劑 ， 2.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
122,AC39928100,KOWELL TABLETS 2MG  EVEREST,AZULENE WATER SOLUBLE,2,MG,錠劑,,,永勝藥品工業股份有限公司,AZULENE ， 一般錠劑膠囊劑 ， 2.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
123,AC399281G0,KOWELL TABLETS 2MG  EVEREST,AZULENE WATER SOLUBLE,2,MG,錠劑,,,永勝藥品工業股份有限公司,AZULENE ， 一般錠劑膠囊劑 ， 2.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
124,AC41264100,AZUNOL TABLETS 2MG  KOJAR,AZULENE,2,MG,錠劑,,,國嘉製藥工業股份有限公司幼獅三廠,AZULENE ， 一般錠劑膠囊劑 ， 2.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
125,AC412641G0,AZUNOL TABLETS 2MG  KOJAR,AZULENE,2,MG,錠劑,,,國嘉製藥工業股份有限公司幼獅三廠,AZULENE ， 一般錠劑膠囊劑 ， 2.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
126,AC45000100,AZUGEN TABLETS 2MG  WECAM,AZULENE WATER SOLUBLE,2,MG,錠劑,,,惠勝藥品股份有限公司,AZULENE ， 一般錠劑膠囊劑 ， 2.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
127,AC450001G0,AZUGEN TABLETS 2MG  WECAM,AZULENE WATER SOLUBLE,2,MG,錠劑,,,惠勝藥品股份有限公司,AZULENE ， 一般錠劑膠囊劑 ， 2.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
128,AC48865100,Anxowen Tablets,GUAIAZULENE SODIUM SULFONATE,2,MG,錠劑,,,瑩碩生技醫藥股份有限公司,GUAIAZULENE SODIUM SULFONATE 2MG+SODIUM BICARBONATE 20MG，一般錠劑膠囊劑,三B,1,一般學名藥,N,三B,第三大類,,
129,N009057100,MAGELIN TABLETS,BENACTYZINE METHOBROMIDE (=BENACTYZINE METHYLBROMIDE),10,MG,錠劑,,,東洲化學製藥廠股份有限公司,BENACTYZINE 10MG + ALUMINUM HYDROXIDE 100MG + CHLOROPHYLLIN 1MG， 一般錠劑膠囊劑，,三B,2,一般學名藥,N,三B,第三大類,,
130,AC03976100,BISMUTH SUBCARBONATE TABLETS 324MG  VPP,BISMUTH SUBCARBONATE,324,MG,錠劑,,,榮民製藥股份有限公司,BISMUTH SUBCARBONATE ， 一般錠劑膠囊劑 ， 324.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
131,AC23936100,BISMUTH SUBCARBONATE TABLETS  N.C.P.,BISMUTH SUBCARBONATE,324,MG,錠劑,,,新喜國際企業股份有限公司,BISMUTH SUBCARBONATE ， 一般錠劑膠囊劑 ， 324.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
132,NC01808100,BISMUTH SUBCARBONATE TABLETS 324MG  JOHNSON,BISMUTH SUBCARBONATE,324,MG,錠劑,,,強生化學製藥廠股份有限公司,BISMUTH SUBCARBONATE ， 一般錠劑膠囊劑 ， 324.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
133,NC06263100,BISMUTH SUBCARBONATE TABLETS  GCPC,BISMUTH SUBCARBONATE,0.32,GM,錠劑,,,人人化學製藥股份有限公司,BISMUTH SUBCARBONATE ， 一般錠劑膠囊劑 ， 324.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
134,NC062631G0,BISMUTH SUBCARBONATE TABLETS  GCPC,BISMUTH SUBCARBONATE,0.32,GM,錠劑,,,人人化學製藥股份有限公司,BISMUTH SUBCARBONATE ， 一般錠劑膠囊劑 ， 324.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
135,NC10862100,BISMUTH SUBCARBONATE TABLETS  WASHINGTON,BISMUTH SUBCARBONATE,0.32,GM,錠劑,,,華盛頓製藥廠股份有限公司,BISMUTH SUBCARBONATE ， 一般錠劑膠囊劑 ， 324.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
136,NC16652100,BISMUTH SUBCARBONATE TABLETS  Chinteng,BISMUTH SUBCARBONATE,324,MG,錠劑,,,井田國際醫藥廠股份有限公司,BISMUTH SUBCARBONATE ， 一般錠劑膠囊劑 ， 324.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
137,NC166521G0,BISMUTH SUBCARBONATE TABLETS  Chinteng,BISMUTH SUBCARBONATE,324,MG,錠劑,,,井田國際醫藥廠股份有限公司,BISMUTH SUBCARBONATE ， 一般錠劑膠囊劑 ， 324.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
138,AC37837100,KCB F.C. TABLETS 120MG   SWISS   (DIBISMUTH TRIOXIDE),BISMUTH SUBCITRATE COLLOIDAL(=TRIPOTASSIUM DICITRATE BISMUTHATE),300,MG,膜衣錠,,,瑞士藥廠股份有限公司,BISMUTH SUBCITRATE or BISMUTH SUBNITRATE ， 一般錠劑膠囊劑 ， 300.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
139,AC41225100,BIWEISHI F.C. TABLETS 120MG  W.S. (DIBISMUTH TRIOXIDE),BISMUTH SUBCITRATE COLLOIDAL(=TRIPOTASSIUM DICITRATE BISMUTHATE),300,MG,膜衣錠,,,威勝生技有限公司,BISMUTH SUBCITRATE or BISMUTH SUBNITRATE ， 一般錠劑膠囊劑 ， 300.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
140,AC26588100,SPAGASGEL TABLETS,BUTINOLIN PHOSPHATE,2,MG,錠劑,,,瑞士藥廠股份有限公司,BUTINOLIN 2MG + ALUMINUM HYDROXIDE 200MG + CALCIUM CARBONATE 300MG， 一般錠劑膠囊劑，,三B,1,一般學名藥,N,三B,第三大類,,
141,AC49763100,Nolidin Tablets“Y.C.”,BUTINOLIN PHOSPHATE,2,MG,錠劑,,,元宙化學製藥股份有限公司,BUTINOLIN 2MG + ALUMINUM HYDROXIDE 200MG + CALCIUM CARBONATE 300MG， 一般錠劑膠囊劑，,三B,1,一般學名藥,N,三B,第三大類,,
142,AC49766100,Gasterin Tablets“Y.C.”,BUTINOLIN PHOSPHATE,2,MG,錠劑,,,元宙化學製藥股份有限公司,BUTINOLIN 2MG + BISMUTH SUBNITRATE 150MG + CALCIUM CARBONATE 600MG， 一般錠劑膠囊劑，,三B,1,一般學名藥,N,三B,第三大類,,
143,AC497661G0,Gasterin Tablets“Y.C.”,BUTINOLIN PHOSPHATE,2,MG,錠劑,,,元宙化學製藥股份有限公司,BUTINOLIN 2MG + BISMUTH SUBNITRATE 150MG + CALCIUM CARBONATE 600MG， 一般錠劑膠囊劑，,三B,1,一般學名藥,N,三B,第三大類,,
144,A022210100,CIQUATE TABLETS  CBC,CIMETIDINE,200,MG,錠劑,,,中生生技製藥股份有限公司淡水廠,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,2,一般學名藥,N,三B,第三大類,,
145,A0222101G0,CIQUATE TABLETS  CBC,CIMETIDINE,200,MG,錠劑,,,中生生技製藥股份有限公司淡水廠,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,2,一般學名藥,N,三B,第三大類,,
146,A022463100,CIMETIDINE TABLETS  SHIN FONG,CIMETIDINE,200,MG,錠劑,,,振貿股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,2,一般學名藥,N,三B,第三大類,,
147,A023020100,FASTOP TABLETS 200MG,CIMETIDINE,200,MG,錠劑,,,西德有機化學藥品股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,2,一般學名藥,Y,三B,第三大類,,
148,A023483100,KU-WE-RIN TABLETS  Y.S.  (CIMETIDINE),CIMETIDINE,200,MG,錠劑,,,台灣陽生製藥工業股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,2,一般學名藥,Y,三B,第三大類,,
149,A0240171G0,CIMEDIN TABLETS 200MG (CIMETIDINE)  TBC,CIMETIDINE,200,MG,錠劑,,,信東生技股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,2,一般學名藥,N,三B,第三大類,,
150,A025628100,CIMETIDINE TABLETS 200MG,CIMETIDINE,200,MG,錠劑,,,華樺生技藥品股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,2,一般學名藥,N,三B,第三大類,,
151,A028371100,SAFEWAY F.C. TABLETS 200MG (CIMETIDINE)  VPP,CIMETIDINE,200,MG,膜衣錠,,,榮民製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,2,一般學名藥,N,三B,第三大類,,
152,A0338721G0,CIKETIN TABLETS 200MG (CIMETIDINE)  UNION,CIMETIDINE,200,MG,錠劑,,,聯邦化學製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,2,一般學名藥,N,三B,第三大類,,
153,A034072100,Cimefine F.C. Tablets 200mg (cimetidine),CIMETIDINE,200,MG,膜衣錠,,,榮民製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,2,一般學名藥,N,三B,第三大類,,
154,A036091100,TAILIWELL TABLETS 200MG (CIMETIDINE)  JENSHENG,CIMETIDINE,200,MG,錠劑,,,人生製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,2,一般學名藥,N,三B,第三大類,,
155,AB22345100,TAMEDIN F.C. TABLETS  STANDARD (CIMETIDINE),CIMETIDINE,200,MG,膜衣錠,,,生達化學製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
156,AB223451G0,TAMEDIN F.C. TABLETS  STANDARD (CIMETIDINE),CIMETIDINE,200,MG,膜衣錠,,,生達化學製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
157,AB22903100,GASTRODIN TABLETS 200MG (CIMETIDINE),CIMETIDINE,200,MG,錠劑,,,優良化學製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
158,AB229031G0,GASTRODIN TABLETS 200MG (CIMETIDINE),CIMETIDINE,200,MG,錠劑,,,優良化學製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
159,AB23008100,CIMETIN TABLETS (CIMETIDINE)  TAI YU,CIMETIDINE,200,MG,錠劑,,,台裕化學製藥廠股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
160,AB32315100,DUOCER F.C TABLET 200MG (CIMETIDINE)  PURZER,CIMETIDINE,200,MG,膜衣錠,,,瑞安大藥廠股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
161,AB323151G0,DUOCER F.C TABLET 200MG (CIMETIDINE)  PURZER,CIMETIDINE,200,MG,膜衣錠,,,瑞安大藥廠股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
162,AC22189100,CIMETINE TABLETS  PATRON,CIMETIDINE,200,MG,錠劑,,,臺灣派頓化學製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
163,AC22190100,CIMETIDINE TABLETS 200MG  C.L.,CIMETIDINE,200,MG,錠劑,,,嘉林藥品有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
164,AC22296100,CIMETIN TABLETS (CIMETIDINE)  JOHNSON,CIMETIDINE,200,MG,錠劑,,,強生化學製藥廠股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
165,AC222961G0,CIMETIN TABLETS (CIMETIDINE)  JOHNSON,CIMETIDINE,200,MG,錠劑,,,強生化學製藥廠股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
166,AC22408100,C.M.T. TABLETS (CIMETIDINE)  BOWLIN,CIMETIDINE,200,MG,錠劑,,,寶齡富錦生技股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
167,AC22444100,TIGAWET TABLETS (CIMETIDINE),CIMETIDINE,200,MG,錠劑,,,衛肯生技製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
168,AC224441G0,TIGAWET TABLETS (CIMETIDINE),CIMETIDINE,200,MG,錠劑,,,衛肯生技製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
169,AC22559100,ROYAMET F.C. TABLETS (CIMETIDINE)  ROYAL,CIMETIDINE,200,MG,膜衣錠,,,皇佳化學製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
170,AC225591G0,ROYAMET F.C. TABLETS (CIMETIDINE)  ROYAL,CIMETIDINE,200,MG,膜衣錠,,,皇佳化學製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
171,AC22569100,CIMETIDINE TABLETS 200MG  T.F.,CIMETIDINE,200,MG,錠劑,,,大豐製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
172,AC225691G0,CIMETIDINE TABLETS 200MG  T.F.,CIMETIDINE,200,MG,錠劑,,,大豐製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
173,AC22743100,STOGAMET TABLETS  SWISS (CIMETIDINE),CIMETIDINE,200,MG,錠劑,,,瑞士藥廠股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
174,AC227431G0,STOGAMET TABLETS  SWISS (CIMETIDINE),CIMETIDINE,200,MG,錠劑,,,瑞士藥廠股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
175,AC22746100,SUWELIN TABLETS  S.Y. (CIMETIDINE),CIMETIDINE,200,MG,錠劑,,,壽元化學工業股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
176,AC22995100,CIMETIDINE TABLETS 200MG  F.Y.,CIMETIDINE,200,MG,錠劑,,,福元化學製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
177,AC229951G0,CIMETIDINE TABLETS 200MG  F.Y.,CIMETIDINE,200,MG,錠劑,,,福元化學製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
178,AC23028100,DA CON WEI TABLETS (CIMETIDINE)  C.M.,CIMETIDINE,200,MG,錠劑,,,興中美生技有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
179,AC23135100,TAGASONE TABLETS  Y.Y.  (CIMETIDINE),CIMETIDINE,200,MG,錠劑,,,應元化學製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
180,AC231351G0,TAGASONE TABLETS  Y.Y.  (CIMETIDINE),CIMETIDINE,200,MG,錠劑,,,應元化學製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
181,AC23592100,CIMETIDINE TABLETS 200MG D.T.S,CIMETIDINE,200,MG,錠劑,,,達德士藥品有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
182,AC23820100,CITIDINE TABLETS (CIMETIDINE),CIMETIDINE,200,MG,錠劑,,,元宙化學製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
183,AC238201G0,CITIDINE TABLETS (CIMETIDINE),CIMETIDINE,200,MG,錠劑,,,元宙化學製藥股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
184,AC23913100,WEICOLIN TABLETS (CIMETIDINE)  W.P.,CIMETIDINE,200,MG,錠劑,,,華盛頓製藥廠股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
185,AC24017100,CIMEDIN TABLETS 200MG (CIMETIDINE)  TBC,CIMETIDINE,200,MG,錠劑,,,信東生技股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
186,AC24077100,CIMEWET TABLETS (CIMETIDINE)  N.C.P.,CIMETIDINE,200,MG,錠劑,,,新喜國際企業股份有限公司,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
