序號,藥品代碼,藥品名稱,成分名稱,成分含量,,劑型,規格量,,藥商名稱,分組名稱,"114年12月
現行調整大類
(註1)","分類
(註2)",藥品類別,"指示用藥
(註3)","115年12月31日
現行調整大類
(註4)","115年12月31日
新制調整大類
(註5)",專利到期日,備註
13430,AA29836277,SALINE INJECTION 0.9%  N.K.,SODIUM CHLORIDE,9,MG/ML,注射劑,500,ML,南光化學製藥股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13431,AC27003277,SALINE INJECTION 0.9%  S.Y. (SODIUM CHLORIDE),SODIUM CHLORIDE,9,MG/ML,注射劑,500,ML,壽元化學工業股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13432,AC57949277,Sodium Chloride Injection 0.9%  Renabio,SODIUM CHLORIDE,9,MG/ML,注射劑,500,ML,佳醫健康事業股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13433,N002958277,SODIUM CHLORIDE INJECTION  C.C.P.,SODIUM CHLORIDE,9,MG/ML,注射劑,500,ML,中國化學製藥股份有限公司新豐工廠,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13434,NA15737277,SOLUTIO NATRII CHLORIDI ISOTONICA  CHI SHENG,SODIUM CHLORIDE,9,MG/ML,注射劑,500,ML,濟生醫藥生技股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13435,NC00588277,SODIUM CHLORIDE INJECTION  ASTAR,SODIUM CHLORIDE,9,MG/ML,注射劑,500,ML,安星製藥股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13436,NC09997277,ISOTONIC SODIUM CHLORIDE SOLUTION,SODIUM CHLORIDE,9,MG/ML,注射劑,500,ML,信東生技股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13437,AA01085209,SODIUM CHLORIDE INJECTION  Y.F.,SODIUM CHLORIDE,9,MG/ML,注射劑,1,L (LITER),永豐化學工業股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 1000.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13438,AA24516209,SODIUM CHLORIDE INJECTION 0.9%  TAI YU,SODIUM CHLORIDE,9,MG/ML,注射劑,1,L (LITER),台裕化學製藥廠股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 1000.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13439,AA29836209,SALINE INJECTION 0.9%  N.K.,SODIUM CHLORIDE,9,MG/ML,注射劑,1,L (LITER),南光化學製藥股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 1000.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13440,AC10654209,NORM-SALINE INJECTION  OTSUKA,SODIUM CHLORIDE,9,MG/ML,注射劑,1,L (LITER),台灣大塚製藥股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 1000.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13441,AC57949209,Sodium Chloride Injection 0.9%  Renabio,SODIUM CHLORIDE,9,MG/ML,注射劑,1,L (LITER),佳醫健康事業股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 1000.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13442,BC23087209,NORMAL SALINE (SODIUM CHLORIDE INTRAVENOUS INFUSION B.P.),SODIUM CHLORIDE,9,MG/ML,注射劑,1,L (LITER),台灣大塚製藥股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 1000.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13443,NA15737209,SOLUTIO NATRII CHLORIDI ISOTONICA  CHI SHENG,SODIUM CHLORIDE,9,MG/ML,注射劑,1,L (LITER),濟生醫藥生技股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 1000.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13444,NC00588209,SODIUM CHLORIDE INJECTION  ASTAR,SODIUM CHLORIDE,9,MG/ML,注射劑,1,L (LITER),安星製藥股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 1000.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13445,NC09997209,ISOTONIC SODIUM CHLORIDE SOLUTION,SODIUM CHLORIDE,9,MG/ML,注射劑,1,L (LITER),信東生技股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 1000.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13446,NC00588210,SODIUM CHLORIDE INJECTION  ASTAR,SODIUM CHLORIDE,9,MG/ML,注射劑,1.5,L (LITER),安星製藥股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 1500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13447,AA38330277,SODIUM CHLORIDE INJECTION 3%  Y.F.,SODIUM CHLORIDE,30,MG/ML,注射劑,500,ML,永豐化學工業股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 30.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13448,NC02980277,3% SODIUM CHLORIDE INJECTION  TBC,SODIUM CHLORIDE,30,MG/ML,注射劑,500,ML,信東生技股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 30.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13449,AC09271277,SORBIT-HARTMANN INJECTION,SODIUM CHLORIDE,6,MG/ML,注射劑,500,ML,順華藥品工業股份有限公司,SORBITOL 50MG/ML + ELECTROLYTE SOLUTIONS， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13450,AC27246277,HARTMANN-SORBITOL INJECTION  S.T.,SODIUM CHLORIDE,6,MG,注射劑,500,ML,信東生技股份有限公司,SORBITOL 50MG/ML + ELECTROLYTE SOLUTIONS， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13451,AC29061277,HATERMAS INJECTION  N.K.,SODIUM CHLORIDE,6,MG/ML,注射劑,500,ML,南光化學製藥股份有限公司,SORBITOL 50MG/ML + ELECTROLYTE SOLUTIONS， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13452,AC40045277,SORLATE INJECTION  CHI SHENG,CALCIUM CHLORIDE DIHYDRATE,0.2,MG/ML,注射劑,500,ML,濟生醫藥生技股份有限公司,SORBITOL 50MG/ML + ELECTROLYTE SOLUTIONS， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13453,BC14861216,CORDARONE INJECTION,AMIODARONE HCL,50,MG/ML,注射劑,3,ML,賽諾菲股份有限公司,AMIODARONE ， 注射劑 ， 150.00 MG,,,研發廠,N,,,,不可替代特殊藥品或特殊藥品
13454,BC09554100,LANOXIN DIGOXIN TABLETS 0.25MG B.P.,DIGOXIN,0.25,MG,錠劑,,,安沛國際有限公司,DIGOXIN ， 一般錠劑膠囊劑 ， 250.00 MCG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13455,AC47126151,CARDIACIN ELIXIR 50MCG/ML  CENTER,DIGOXIN,0.05,MG/ML,酏劑,60,ML,晟德大藥廠股份有限公司,DIGOXIN ， 口服液劑 ， 0.05  MG/ML ， 60.00 ML,,,BA/BE學名藥,N,,,,不可替代特殊藥品或特殊藥品
13456,BC09714212,LANOXIN DIGOXIN INJECTION 0.5MG B.P.,DIGOXIN,0.25,MG/ML,注射劑,2,ML,安沛國際有限公司,DIGOXIN ， 注射劑 ， 500.00 MCG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13457,AC00480209,ADRENALIN INJECTION,EPINEPHRINE (=ADRENALIN=EPIRENAMINE),1,MG/ML,注射劑,1,ML,中國化學製藥股份有限公司新豐工廠,EPINEPHRINE ， 注射劑 ， 1.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13458,AC15514209,EPINEPHRINE INJECTION  VPP,EPINEPHRINE (=ADRENALIN=EPIRENAMINE),1,MG/ML,注射劑,1,ML,榮民製藥股份有限公司,EPINEPHRINE ， 注射劑 ， 1.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13459,AC33761209,EPIRENAMIN HYDROCHLORIDE INJECTION 1MG/ML (EPINEPHRINE) T.F.,EPINEPHRINE (HCL),1,MG/ML,注射劑,1,ML,大豐製藥股份有限公司,EPINEPHRINE ， 注射劑 ， 1.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13460,AC57890209,Epinephrine Injection 1mg/ml  CYH,EPINEPHRINE (=ADRENALIN=EPIRENAMINE),1,MG/ML,注射劑,1,ML,中化裕民健康事業股份有限公司,EPINEPHRINE ， 注射劑 ， 1.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13461,AC58806209,ISOPROTERNOL INJECTION,ISOPROTERENOL HCL,0.2,MG/ML,注射液劑,1,ML,豐秀實業有限公司,ISOPROTERENOL ， 注射劑 ， 200.00 MCG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13462,AC10914221,Lidocaine HCl 2% for I.V. Injection  LITA,LIDOCAINE HCL,20,MG/ML,注射劑,5,ML,利達製藥股份有限公司,LIDOCAINE ， 注射劑 ， 100.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13463,AC60394221,Lidocaine 2% for I.V. Injection  Tai Yu,LIDOCAINE HCL,20,MG/ML,注射劑,5,ML,台裕化學製藥廠股份有限公司,LIDOCAINE ， 注射劑 ， 100.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13464,BC20932221,XYLOCAINE 2% FOR INTRAVENOUS INJECTION,LIDOCAINE HCL,20,MG/ML,注射劑,5,ML,安沛國際有限公司,LIDOCAINE ， 注射劑 ， 100.00 MG,,,研發廠,N,,,,不可替代特殊藥品或特殊藥品
13465,BC25280221,Lignocaine HCl-Fresenius Injection 2 %,LIDOCAINE HCL,20,MG/ML,注射劑,5,ML,恆富企業有限公司,LIDOCAINE ， 注射劑 ， 100.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13466,BC28329221,Lidocaine HCl Inj. 2%  HerngShan,LIDOCAINE HCL MONOHYDRATE,21.33,MG/ML,注射液劑,5,ML,橫山企業有限公司,LIDOCAINE ， 注射劑 ， 100.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13467,AC12825100,NITROGLYCERIN TABLETS 0.6 MG  NYSCO,NITROGLYCERIN,0.6,MG,錠劑,,,尼斯可生技股份有限公司,NITROGLYCERIN ， 一般錠劑膠囊劑 ， 600.00 MCG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13468,BC20802100,NITROSTAT 0.6MG,NITROGLYCERIN,0.6,MG,錠劑,,,暉致醫藥股份有限公司,NITROGLYCERIN ， 一般錠劑膠囊劑 ， 600.00 MCG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13469,AC58780229,Mifiry Injection,NITROGLYCERIN,0.5,MG/ML,注射劑,10,ML,瑩碩生技醫藥股份有限公司,NITROGLYCERIN ， 注射劑 ， 5.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13470,BC18979229,MILLISROL INJECTION,NITROGLYCERIN,0.5,MG/ML,注射劑,10,ML,台灣日化股份有限公司,NITROGLYCERIN ， 注射劑 ， 5.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13471,AC58780248,Mifiry Injection,NITROGLYCERIN,0.5,MG/ML,注射劑,50,ML,瑩碩生技醫藥股份有限公司,NITROGLYCERIN ， 注射劑 ， 25.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13472,AC58780255,Mifiry Injection,NITROGLYCERIN,0.5,MG/ML,注射劑,100,ML,瑩碩生技醫藥股份有限公司,NITROGLYCERIN ， 注射劑 ， 50.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13473,BC18979255,MILLISROL INJECTION,NITROGLYCERIN,0.5,MG/ML,注射劑,100,ML,台灣日化股份有限公司,NITROGLYCERIN ， 注射劑 ， 50.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13474,AC56673265,N.T.G. Premixed Injection 0.2mg/ml,NITROGLYCERIN,0.2,MG/ML,注射劑,250,ML,歐舒邁克有限公司,NITROGLYCERIN ， 預混型注射劑 ， 50.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13475,AC56673277,N.T.G. Premixed Injection 0.2mg/ml,NITROGLYCERIN,0.2,MG/ML,注射劑,500,ML,歐舒邁克有限公司,NITROGLYCERIN ， 預混型注射劑 ， 100.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13476,AC58314265,N.T.G. Premixed Injection 0.4mg/mL,NITROGLYCERIN,0.4,MG/ML,注射劑,250,ML,歐舒邁克有限公司,NITROGLYCERIN ， 預混型注射劑 ， 100.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13477,AC27172100,QUINIDINE SULFATE TABLETS 200MG  U-LIANG,QUINIDINE SULFATE,200,MG,錠劑,,,優良化學製藥股份有限公司,QUINIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13478,AC34003100,WANIDINE CAPSULES 200MG (QUINIDINE SULFATE)  WASHINGTON,QUINIDINE SULFATE,200,MG,膠囊劑,,,華盛頓製藥廠股份有限公司,QUINIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13479,NC00990100,QUINIDINE SULFATE CAPSULES  NYSCO,QUINIDINE SULFATE,200,MG,膠囊劑,,,尼斯可生技股份有限公司,QUINIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13480,AC40428100,EDEPIN TABLETS 5MG  SWISS (AMILORIDE),AMILORIDE (HCL),5,MG,錠劑,,,瑞士藥廠股份有限公司,AMILORIDE ， 一般錠劑膠囊劑 ， 5.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13481,AC60156100,Amitride Tablets 5mg,AMILORIDE,5,MG,錠劑,,,科進製藥科技股份有限公司,AMILORIDE ， 一般錠劑膠囊劑 ， 5.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13482,AB44046157,FUMIDE ORAL SOLUTION 10MG/ML  PURZER,FUROSEMIDE,10,MG/ML,內服液劑,120,ML,瑞安大藥廠股份有限公司,FUROSEMIDE ， 口服液劑 ， 10.00  MG/ML ， 120.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13483,A046140100,BETARL F.C. TABLETS 200MG  ROYAL,LABETALOL HCL,200,MG,膜衣錠,,,皇佳化學製藥股份有限公司,LABETALOL ， 一般錠劑膠囊劑 ， 200.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13484,AC31226100,LATOL F.C.TABLET 200MG  STANDARD,LABETALOL HCL,200,MG,膜衣錠,,,生達化學製藥股份有限公司,LABETALOL ， 一般錠劑膠囊劑 ， 200.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13485,AC39703100,LABTAL F.C. TABLETS 200MG   SINPHAR  (LABETALOL),LABETALOL HCL,200,MG,膜衣錠,,,杏輝藥品工業股份有限公司,LABETALOL ， 一般錠劑膠囊劑 ， 200.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13486,AC49266100,Labedin F.C. Tablets 200mg,LABETALOL HCL,200,MG,膜衣錠,,,盈盈生技製藥股份有限公司三峽廠,LABETALOL ， 一般錠劑膠囊劑 ， 200.00 MG,,,BA/BE學名藥,N,,,,不可替代特殊藥品或特殊藥品
13487,BC24532100,Trandate Tablets 200mg,LABETALOL HCL,200,MG,膜衣錠,,,安沛國際有限公司,LABETALOL ， 一般錠劑膠囊劑 ， 200.00 MG,,,研發廠,N,,,,不可替代特殊藥品或特殊藥品
13488,AC27307212,U-SODIN INJECTION 2.5MG/ML (VERAPAMIL),VERAPAMIL HCL,2.5,MG/ML,注射劑,2,ML,優良化學製藥股份有限公司,VERAPAMIL ， 注射劑 ， 5.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13489,A036423127,CHOLESTAMIN POWDER  CHI SHENG  (CHOLESTYRAMINE RESIN),CHOLESTYRAMINE (=CHOLESTYRAMINE RESIN),444.4,MG/GM,內服顆粒劑,9,GM,濟生醫藥生技股份有限公司,CHOLESTYRAMINE ， 口服顆粒劑 ， 4.00 GM,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13490,AC35424127,CHOLES POWDER (CHOLESTYRAMINE RESIN) CHEN TA,CHOLESTYRAMINE (ANHYDROUS),444.4,MG/GM,散劑,9,GM,成大藥品股份有限公司,CHOLESTYRAMINE ， 口服顆粒劑 ， 4.00 GM,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13491,A028642100,CRIPTINE TABLETS 2.5MG (BROMOCRIPTINE),BROMOCRIPTINE (MESYLATE),2.5,MG,錠劑,,,優良化學製藥股份有限公司,BROMOCRIPTINE ， 一般錠劑膠囊劑 ， 2.50 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13492,AB27629100,VOLBRO CAPSULES 2.5MG (BROMOCRIPTINE),BROMOCRIPTINE (MESYLATE),2.5,MG,膠囊劑,,,信東生技股份有限公司,BROMOCRIPTINE ， 一般錠劑膠囊劑 ， 2.50 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13493,AC27459100,DEPROLAC TABLETS 2.87MG  WEIDAR,BROMOCRIPTINE (MESYLATE),2.5,MG,錠劑,,,衛達化學製藥股份有限公司,BROMOCRIPTINE ， 一般錠劑膠囊劑 ， 2.50 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13494,AC31349100,UNEW F.C. TABLETS 2.5MG (BROMOCRIPTINE)  CHINTENG,BROMOCRIPTINE (MESYLATE),2.5,MG,膜衣錠,,,井田國際醫藥廠股份有限公司,BROMOCRIPTINE ， 一般錠劑膠囊劑 ， 2.50 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13495,AC31659100,BUTIN TABLETS 2.5MG (BROMOCRIPTINE),BROMOCRIPTINE (MESYLATE),2.5,MG,錠劑,,,永信藥品工業股份有限公司,BROMOCRIPTINE ， 一般錠劑膠囊劑 ， 2.50 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13496,AC31906100,BARLOLIN CAPSULE 2.5MG  SWISS  (BROMOCRIPTINE),BROMOCRIPTINE (MESYLATE),2.5,MG,膠囊劑,,,瑞士藥廠股份有限公司,BROMOCRIPTINE ， 一般錠劑膠囊劑 ， 2.50 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13497,AC32942100,DEMIL TABLETS 2.5MG (BROMOCRIPTINE)  KOJAR,BROMOCRIPTINE (MESYLATE),2.5,MG,錠劑,,,國嘉製藥工業股份有限公司幼獅三廠,BROMOCRIPTINE ， 一般錠劑膠囊劑 ， 2.50 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13498,BC19879100,SYNTOCRIPTINE TABLETS,BROMOCRIPTINE (MESYLATE),2.5,MG,錠劑,,,吉富貿易有限公司,BROMOCRIPTINE ， 一般錠劑膠囊劑 ， 2.50 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13499,AC18589209,NEO-ERGO INJECTION  ORIENTAL,METHYLERGONOVINE MALEATE,0.2,MG/ML,注射劑,1,ML,東洲化學製藥廠股份有限公司,METHYLERGONOVINE ， 注射劑 ， 200.00 MCG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13500,AC21893209,METHYLERGONOVINE INJECTION  TAI YU,METHYLERGONOVINE MALEATE,0.2,MG/ML,注射劑,1,ML,台裕化學製藥廠股份有限公司,METHYLERGONOVINE ， 注射劑 ， 200.00 MCG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13501,AC25844209,ETHYLERGONOVINE MALEATE INJECTION 0.2MG/ML  Y.Y.,METHYLERGONOVINE MALEATE,0.2,MG/ML,注射劑,1,ML,應元化學製藥股份有限公司,METHYLERGONOVINE ， 注射劑 ， 200.00 MCG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13502,AC44295100,EDIOL F.C. TABLETS 1MG,ESTRADIOL,1,MG,膜衣錠,,,健喬信元醫藥生技股份有限公司,ESTRADIOL ， 一般錠劑膠囊劑 ， 1.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13503,A039599100,ESTRA TABLETS 2MG (ESTRADIOL),ESTRADIOL VALERATE,2,MG,錠劑,,,政德製藥股份有限公司,ESTRADIOL VALERATE ， 一般錠劑膠囊劑 ， 2.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13504,A042247100,LUMELIN TABLETS 2MG,ESTRADIOL VALERATE,2,MG,錠劑,,,培力藥品工業股份有限公司,ESTRADIOL VALERATE ， 一般錠劑膠囊劑 ， 2.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13505,A047628100,VEMARY TABLETS 2MG SUC,ESTRADIOL VALERATE,2,MG,錠劑,,,一成藥品股份有限公司,ESTRADIOL VALERATE ， 一般錠劑膠囊劑 ， 2.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13506,AC39822100,ESTRADE TABLETS 2MG,ESTRADIOL VALERATE,2,MG,錠劑,,,健喬信元醫藥生技股份有限公司,ESTRADIOL VALERATE ， 一般錠劑膠囊劑 ， 2.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13507,AC41948100,PROSU TABLETS 2MG (ESTRADIOL)  CHINTENG,ESTRADIOL VALERATE,2,MG,錠劑,,,井田國際醫藥廠股份有限公司,ESTRADIOL VALERATE ， 一般錠劑膠囊劑 ， 2.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13508,AC35506100,EYZU F.C. TABLETS 0.625MG (CONJUGATED ESTROGENS)  CHINTENG,ESTROGEN CONJUGATED,0.63,MG,膜衣錠,,,井田國際醫藥廠股份有限公司,ESTROGEN CONJUGATED ， 一般錠劑膠囊劑 ， 625.00 MCG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13509,AC36836100,Conjuestrogen F.C. Tablets 0.625 mg,OESTROGEN (=ESTROGEN=ESTROGENIC SUBSTANCE),0.63,MG,膜衣錠,,,健喬信元醫藥生技股份有限公司,ESTROGEN CONJUGATED ， 一般錠劑膠囊劑 ， 625.00 MCG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13510,AC39304100,ESTROMON F.C.TABLETS 0.625MG  STANDARD,ESTROGEN CONJUGATED,0.63,MG,膜衣錠,,,生達化學製藥股份有限公司,ESTROGEN CONJUGATED ， 一般錠劑膠囊劑 ， 625.00 MCG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13511,AC43708100,YIPO S.C.T. 0.625MG  EVEREST,ESTROGEN CONJUGATED,0.63,MG,糖衣錠,,,永勝藥品工業股份有限公司,ESTROGEN CONJUGATED ， 一般錠劑膠囊劑 ， 625.00 MCG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13512,AC48592100,PMS Sugar-Coated Tablets 0.625mg  Yung Shin,ESTROGEN CONJUGATED,0.63,MG,糖衣錠,,,永信藥品工業股份有限公司,ESTROGEN CONJUGATED ， 一般錠劑膠囊劑 ， 625.00 MCG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13513,BC19489533,PREMARIN VAGINAL CREAM,ESTROGEN CONJUGATED,0.63,MG/GM,陰道用乳膏劑,14,GM,美商惠氏藥廠（亞洲）股份有限公司台灣分公,ESTROGEN CONJUGATED ， 陰道用軟膏劑 ， 0.625 MG/GM ， 14.0GM,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13514,AC02657209,PROGESTERONE INJECTION 2.5%  ASTAR,PROGESTERONE,25,MG/ML,注射劑,1,ML,安星製藥股份有限公司,PROGESTERONE ， 注射劑 ， 25.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13515,AC13575209,PROGESTERONE INJECTION  TAI YU,PROGESTERONE,25,MG/ML,注射劑,1,ML,台裕化學製藥廠股份有限公司,PROGESTERONE ， 注射劑 ， 25.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13516,AC57889209,Progesterone Injection  Chi Sheng,PROGESTERONE,25,MG/ML,注射劑,1,ML,濟生醫藥生技股份有限公司,PROGESTERONE ， 注射劑 ， 25.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13517,AC58571209,Progesterone Injection 25mg/ml  T.F.,PROGESTERONE,25,MG/ML,注射劑,1,ML,大豐製藥股份有限公司,PROGESTERONE ， 注射劑 ， 25.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13518,AC59840209,Progesterone Injection 25mg  Y.Y.,PROGESTERONE,25,MG/ML,注射劑,1,ML,應元化學製藥股份有限公司,PROGESTERONE ， 注射劑 ， 25.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13519,N001997209,PROGESTERONE INJECTION 25MG  SINTONG,PROGESTERONE,25,MG/ML,注射劑,1,ML,信東生技股份有限公司,PROGESTERONE ， 注射劑 ， 25.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13520,AC14356209,TESTOSTERONE PROPIONATE INJECTION  TAI YU,TESTOSTERONE PROPIONATE,25,MG/ML,注射劑,1,ML,台裕化學製藥廠股份有限公司,TESTOSTERONE PROPIONATE ， 注射劑 ， 25.00 MG,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
